Date;DOY;Licor unit;Tree;Treat;Temp;VPD;CO2;WD;Obs;HHMMSS;FTime;EBal?;Photo;Cond;WUEi;Ci;Ci/10;VcmaxCi10;VcmaxCO2R10;Trmmol;VpdL;CTleaf;Area;BLC_1;StmRat;BLCond;Tair;Tleaf;TBlk;CO2R;CO2R/10;CO2S;H2OR;H2OS;RH_R;RH_S;Flow;PARi;PARo;Press;CsMch;HsMch;StableF;BLCslope;BLCoffst;f_parin;f_parout;alphaK;Status;fda;Trans;Tair_K;Twall_K;R(W/m2);Tl-Ta;SVTleaf;h2o_i;h20diff;CTair;SVTair;CndTotal;vp_kPa;VpdA;CndCO2;Ci_Pa;Ci/Ca;RHsfc;C2sfc;AHs/Cs;Photo385;Photo700
1.8.2014;213;red;3;HOT-H-EC-DRY;HOT;H;EC;DRY;13;9:35:17;3079;0;9.26786667;0.027986864;331.1505952;143.59;14.36;-4.72;12.7;0.51;1.77;26.51;6;1.42;1;2.84;25.33;26.51;24.98;701.7;70.17;690.16;16.64;17.24;50.74;52.57;500.21;1199.94;4.8;98.9;-12.07;0.76;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.66;298.48;191.99;1.84;3.48;35.16;17.92;25.92;3.36;0.03;1.71;1.65;0.02;14.2;0.21;48.18;685.75;0.01;4.17;9.27
1.8.2014;213;blue;4;HOT-H-EC-DRY;HOT;H;EC;DRY;13;9:29:20;3214;0;7.615030658;0.03564364;213.6434623;337.9;33.79;25.2;12.1;0.47;1.3;25.17;6;1.42;1;2.84;25.31;25.17;24.97;704.05;70.41;694.51;18.81;19.37;57.42;59.12;499.54;1199.36;0.73;98.83;-9.52;0.1;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.32;298.46;191.9;2.04;3.21;32.5;13.12;25.24;3.22;0.04;1.91;1.31;0.02;33.4;0.49;59.06;690.89;0.01;4.39;7.62
1.8.2014;213;red;6;HOT-H-EC-DRY;HOT;H;EC;DRY;19;9:49:45;3946.5;0;10.0072583;0.033335188;300.2010458;190.96;19.1;53.1;14.5;0.58;1.7;26.37;6;1.42;1;2.84;25.35;26.37;24.98;701.02;70.1;688.53;16.95;17.64;51.64;53.74;500.2;1198.79;5.21;98.9;-12.29;0.76;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.52;298.5;191.81;1.83;3.45;34.86;17.22;25.86;3.35;0.03;1.74;1.6;0.02;18.89;0.28;49.85;683.77;0.01;4.84;10.01
1.8.2014;213;red;1;HOT-H-EC-WET;HOT;H;EC;WET;7;9:18:48;2089.5;0;23.17264616;0.144514435;160.3483151;390.74;39.07;61.8;33.9;2.15;1.51;25.88;6;1.42;1;2.84;25.27;25.88;24.98;701.24;70.12;671.7;16.08;18.62;49.23;57;500.19;1199.61;5.03;98.9;-11.57;0.74;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.03;298.42;191.94;1.06;3.35;33.88;15.26;25.57;3.29;0.14;1.84;1.45;0.09;38.64;0.58;55.99;660.69;0.02;12.88;23.17
1.8.2014;213;blue;2;HOT-H-EC-WET;HOT;H;EC;WET;1;8:57:08;1282;0;14.30479055;0.060043059;238.2422013;282.8;28.28;39.9;18.5;0.86;1.41;25.14;6;1.42;1;2.84;25.19;25.14;24.97;700.04;70;682.15;17.16;18.18;52.74;55.86;499.57;1200.12;3.58;98.84;-9.91;0.12;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.29;298.34;192.02;1.83;3.21;32.44;14.27;25.17;3.21;0.06;1.8;1.41;0.04;27.95;0.41;55.82;675.35;0.01;6.9;14.3
1.8.2014;213;red;3;HOT-H-EC-WET;HOT;H;EC;WET;1;9:03:16;1157.5;0;19.92370119;0.099991918;199.2531155;333.68;33.37;55.7;27.2;1.65;1.64;25.79;6;1.42;1;2.84;25.22;25.79;24.98;701.04;70.1;675.81;15.13;17.07;46.44;52.41;500.23;1199.47;5.45;98.88;-11.63;0.74;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.94;298.37;191.91;1.33;3.33;33.7;16.63;25.5;3.28;0.1;1.69;1.59;0.06;32.99;0.49;51.09;666.34;0.02;10.44;19.92
1.8.2014;213;green;4;HOT-H-EC-WET;HOT;H;EC;WET;1;10:37:11;1472;0;14.86768833;0.076370704;194.6779007;350.41;35.04;41.6;23.4;1.09;1.41;25.91;6;1.42;1;2.84;25.09;25.91;24.95;699.84;69.98;681.11;18.47;19.75;57;60.95;500.27;1200.43;4.56;98.69;2.91;0.78;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.06;298.24;192.07;1.59;3.36;34.01;14.26;25.5;3.28;0.07;1.95;1.33;0.05;34.58;0.51;58.04;674.05;0.01;8.12;14.87
1.8.2014;213;blue;6;HOT-H-EC-WET;HOT;H;EC;WET;7;9:14:53;2346.5;0;22.46281795;0.222718929;100.8572466;489.46;48.95;51.6;35.6;2.5;1.17;25.44;6;1.42;1;2.84;25.24;25.44;24.97;701.83;70.18;672.83;18.29;21.23;56.02;65.04;499.54;1199.83;0.96;98.84;-9.27;0;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.59;298.39;191.97;0.94;3.26;33.03;11.8;25.34;3.25;0.21;2.1;1.15;0.13;48.38;0.73;65.95;662.15;0.02;14.48;22.46
1.8.2014;213;blue;1;HOT-L-EC-DRY;HOT;L;EC;DRY;19;9:45:14;4168;0;12.61991918;0.066102937;190.9131387;365.89;36.59;33.8;19.1;0.83;1.23;25.19;6;1.42;1;2.84;25.3;25.19;24.97;704.04;70.4;688.2;19.1;20.07;58.32;61.29;499.58;1200.57;4.9;98.84;-9.5;0.08;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.34;298.45;192.09;1.86;3.21;32.53;12.46;25.24;3.23;0.06;1.98;1.24;0.04;36.16;0.53;61.56;682.2;0.01;7.25;12.62
1.8.2014;213;green;2;HOT-L-EC-DRY;HOT;L;EC;DRY;14;11:23:16;4237;0;5.284004578;0.031242879;169.1266857;408.41;40.84;53.6;13.5;0.45;1.4;26.3;6;1.42;1;2.84;25.18;26.3;24.94;701.11;70.11;694.4;20.1;20.63;61.71;63.34;500.23;1200.14;5.19;98.69;2.6;0.84;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.45;298.33;192.02;1.88;3.44;34.81;14.17;25.74;3.32;0.03;2.04;1.29;0.02;40.31;0.59;58.57;691.89;0;4.55;5.28
1.8.2014;213;red;4;HOT-L-EC-DRY;HOT;L;EC;DRY;25;10:05:20;4881.5;0;9.031201411;0.031177074;289.6744387;209.45;20.94;41.3;12.9;0.54;1.69;26.36;6;1.42;1;2.84;25.37;26.36;24.98;701.14;70.11;689.86;17.17;17.81;52.26;54.19;500.19;1200.24;5.81;98.91;-12.26;0.76;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.51;298.52;192.04;1.85;3.45;34.85;17.04;25.86;3.35;0.03;1.76;1.59;0.02;20.72;0.3;50.32;685.56;0.01;4.65;9.03
1.8.2014;213;blue;5;HOT-L-EC-DRY;HOT;L;EC;DRY;25;10:00:47;5100.5;0;7.313484212;0.035051223;208.6513276;346.32;34.63;24.2;12;0.45;1.25;25.16;6;1.42;1;2.84;25.34;25.16;24.97;703.65;70.36;694.49;19.3;19.83;58.8;60.42;499.52;1199.27;2.48;98.84;-9.61;0.09;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.31;298.49;191.88;2.06;3.21;32.49;12.65;25.25;3.23;0.03;1.96;1.27;0.02;34.23;0.5;60.49;691.01;0.01;4.21;7.31
1.8.2014;213;green;6;HOT-L-EC-DRY;HOT;L;EC;DRY;20;11:37:09;5070;0;11.42798632;0.02036495;561.159557;-226.14;-22.61;69.1;8.95;0.31;1.46;26.59;6;1.42;1;2.84;25.23;26.59;24.94;696.74;69.67;682.78;20.26;20.62;62.03;63.14;500.22;1199.38;3.53;98.7;2.57;0.83;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.74;298.38;191.9;1.92;3.49;35.4;14.78;25.91;3.36;0.02;2.03;1.32;0.01;-22.32;-0.33;57.35;677.35;0.01;3.27;11.43
1.8.2014;213;red;2;HOT-L-EC-WET;HOT;L;EC;WET;31;10:18:35;5676.5;0;13.12475557;0.059181652;221.7706861;310.52;31.05;44.6;19.4;0.97;1.61;26.32;6;1.42;1;2.84;25.38;26.32;24.98;701.48;70.15;684.94;17.39;18.53;52.86;56.32;500.19;1198.62;5.93;98.9;-11.99;0.76;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.47;298.53;191.78;1.63;3.44;34.78;16.25;25.85;3.35;0.06;1.83;1.51;0.04;30.71;0.45;52.97;678.7;0.01;7.06;13.12
1.8.2014;213;blue;3;HOT-L-EC-WET;HOT;L;EC;WET;31;10:14:28;5922;0;16.25171664;0.454914122;35.72480135;603.88;60.39;36.6;31.7;3.58;0.88;25.18;6;1.42;1;2.84;25.32;25.18;24.97;700.5;70.05;678.06;19.43;23.63;59.26;72.07;499.52;1200.53;2.05;98.84;-10.44;-0.14;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.33;298.47;192.09;0.42;3.21;32.51;8.88;25.25;3.23;0.39;2.34;0.89;0.25;59.69;0.89;75.78;670.33;0.02;13.11;16.25
1.8.2014;213;green;4;HOT-L-EC-WET;HOT;L;EC;WET;26;11:52:11;5972;0;21.73171784;0.247494833;87.80675369;509.11;50.91;41.9;31.8;2.54;1.07;26;6;1.42;1;2.84;25.21;26;24.94;698.6;69.86;670.49;20.38;23.36;62.49;71.61;500.22;1200.36;3.97;98.7;3.58;0.87;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.15;298.36;192.06;0.84;3.37;34.18;10.83;25.6;3.3;0.23;2.31;0.99;0.14;50.25;0.76;70;660.16;0.02;12.33;21.73
1.8.2014;213;red;5;HOT-L-EC-WET;HOT;L;EC;WET;37;10:33:06;6547.5;0;19.45384721;0.193907442;100.3254285;492.16;49.22;52.2;35.8;2.52;1.33;25.94;6;1.42;1;2.84;25.38;25.94;24.98;700.27;70.03;674.89;17.55;20.51;53.38;62.37;500.21;1200.17;5.95;98.9;-11.73;0.75;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.09;298.53;192.03;0.88;3.36;33.99;13.49;25.66;3.31;0.18;2.03;1.28;0.11;48.67;0.73;61.82;665.65;0.02;13.75;19.45
5.8.2014;217;blue;1;C-M-AC_DRY;C;M;C;DRY;87;12:26:30;14393.5;0;1.43293631;0.018804641;76.20120533;253.71;25.37;8.53;5.59;0.26;1.35;25.06;6;1.42;1;2.84;25.54;25.06;24.96;385.3;38.53;383.47;18.24;18.54;55.05;55.95;500.52;1200.84;3.27;99.04;-6.61;0.08;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.21;298.69;192.13;2.2;3.19;32.22;13.67;25.3;3.24;0.02;1.84;1.4;0.01;25.13;0.66;56.74;382.78;0;1.43;3.6
5.8.2014;217;green;2;C-M-AC_DRY;C;M;C;DRY;80;14:00:30;14263.5;0;1.470200351;0.015757353;93.3024951;224.93;22.49;8.3;4.62;0.28;1.72;27.23;6;1.42;1;2.84;25.43;27.23;24.94;385.5;38.55;383.61;19;19.33;57.63;58.62;500.17;1200.14;1.1;98.91;0.32;1.21;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.38;298.58;192.02;1.88;3.63;36.68;17.35;26.33;3.44;0.02;1.91;1.53;0.01;22.25;0.59;51.61;382.91;0;1.47;3.2
5.8.2014;217;blue;3;C-M-AC_DRY;C;M;C;DRY;79;12:08:16;13299.5;0;0.826833765;0.012654087;65.34124232;271.93;27.19;4.09;2.95;0.18;1.35;25.13;6;1.42;1;2.84;25.5;25.13;24.96;385.28;38.53;384.21;18.52;18.72;56;56.62;500.46;1200.9;2.63;99.04;-6.86;0.08;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.28;298.65;192.14;2.23;3.2;32.36;13.63;25.31;3.24;0.01;1.85;1.39;0.01;26.93;0.71;56.96;383.82;0;0.83;1.8
5.8.2014;217;black;4;C-M-AC_DRY;C;M;C;DRY;83;12:21:37;14177.5;0;1.19189043;0.013439745;88.68400628;231.94;23.19;11.7;5.49;0.25;1.81;27.71;6;1.42;1;2.84;25.28;27.71;24.95;385.26;38.53;383.71;19.09;19.39;58.38;59.26;499.69;1199.46;4.24;98.83;-0.97;0.19;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.86;298.43;191.91;1.8;3.73;37.75;18.36;26.49;3.47;0.01;1.92;1.56;0.01;22.92;0.6;50.17;383.15;0;1.19;2.98
5.8.2014;217;green;5;C-M-AC_DRY;C;M;C;DRY;72;13:42:08;13161.5;0;3.817533505;0.038110731;100.1695167;210.17;21.02;21.3;11.9;0.63;1.62;27.07;6;1.42;1;2.84;25.43;27.07;24.94;385.07;38.51;380.21;19.25;19.99;58.43;60.63;500.19;1199.55;5.33;98.9;0.45;1.25;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.22;298.58;191.93;1.71;3.59;36.34;16.34;26.25;3.42;0.04;1.98;1.45;0.02;20.79;0.55;54.33;378.39;0.01;3.82;8.15
5.8.2014;217;black;6;C-M-AC_DRY;C;M;C;DRY;59;11:30:06;11087;0;0.554338813;0.009950807;55.7079253;284.73;28.47;4.85;2.54;0.18;1.74;27.59;6;1.42;1;2.84;25.27;27.59;24.95;384.58;38.46;383.83;19.64;19.85;60.06;60.71;499.65;1198.91;8.1;98.82;-1.09;0.18;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.74;298.42;191.83;1.85;3.7;37.49;17.64;26.43;3.46;0.01;1.96;1.5;0.01;28.14;0.74;51.74;383.57;0;0.55;1.47
5.8.2014;217;black;1;C-M-AC_WET;C;M;C;WET;75;12:06:05;13245.5;0;11.47451028;0.141950145;80.83479083;227.95;22.79;53.5;33.2;2.02;1.43;27;6;1.42;1;2.84;25.23;27;24.96;384.59;38.46;369.91;19.34;21.71;59.45;66.57;499.66;1199.39;8.5;98.82;-0.88;0.14;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.15;298.38;191.9;0.97;3.58;36.22;14.51;26.12;3.4;0.14;2.15;1.25;0.09;22.53;0.62;60.71;364.46;0.02;11.47;19.74
5.8.2014;217;blue;2;C-M-AC_WET;C;M;C;WET;63;11:35:17;11321;0;8.652486393;0.093323206;92.71527162;215.14;21.51;41.2;22.2;1.11;1.18;25.08;6;1.42;1;2.84;25.51;25.08;24.96;384.27;38.43;373.4;19.02;20.32;57.48;61.4;500.47;1200.42;3.06;99.04;-6.48;0.02;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.23;298.66;192.07;1.76;3.19;32.25;11.93;25.29;3.24;0.09;2.01;1.22;0.06;21.31;0.58;63.23;369.29;0.01;8.65;15.58
5.8.2014;217;blue;3;C-M-AC_WET;C;M;C;WET;71;11:51:07;12270.5;0;8.280738749;0.101417485;81.65001083;234.05;23.41;34.1;21.1;1.21;1.19;25.07;6;1.42;1;2.84;25.47;25.07;24.96;385.15;38.52;374.68;18.79;20.21;56.88;61.19;500.48;1201.27;1.13;99.04;-6.57;0;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.22;298.62;192.2;1.7;3.19;32.25;12.04;25.27;3.23;0.1;2;1.23;0.06;23.18;0.62;62.98;370.74;0.01;8.28;15.04
5.8.2014;217;black;4;C-M-AC_WET;C;M;C;WET;67;11:48:42;12203;0;9.547780932;0.077860123;122.6273549;164.77;16.48;71.9;26.2;1.27;1.61;27.48;6;1.42;1;2.84;25.26;27.48;24.96;384.78;38.48;372.75;19.51;21;59.7;64.27;499.68;1200.57;4.86;98.82;-0.76;0.16;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.63;298.41;192.09;1.3;3.68;37.25;16.25;26.37;3.45;0.08;2.08;1.37;0.05;16.28;0.44;56.26;368.21;0.01;9.55;16.62
5.8.2014;217;green;5;C-M-AC_WET;C;M;C;WET;56;13:05:20;10953.5;0;10.76783466;0.111671958;96.42380104;205.44;20.54;43.3;27.1;1.51;1.35;26.57;6;1.42;1;2.84;25.41;26.57;24.94;384.95;38.5;371.36;19.88;21.65;60.36;65.74;500.16;1199.75;3.37;98.9;1.97;1.31;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.72;298.56;191.96;1.32;3.49;35.29;13.64;25.99;3.37;0.11;2.14;1.23;0.07;20.32;0.55;61.72;366.24;0.02;10.77;18.74
5.8.2014;217;green;6;C-M-AC_WET;C;M;C;WET;64;13:23:10;12024;0;8.909189035;0.089904368;99.09628679;203.68;20.37;45.7;23.9;1.31;1.44;26.77;6;1.42;1;2.84;25.39;26.77;24.94;384.7;38.47;373.43;19.6;21.13;59.63;64.21;500.17;1199.93;4.08;98.9;0.63;1.27;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.92;298.54;191.99;1.4;3.53;35.7;14.57;26.08;3.39;0.09;2.09;1.3;0.05;20.14;0.55;59.28;369.19;0.01;8.91;16.33
5.8.2014;217;green;1;HOT-H-AC-DRY;HOT;H;AC;DRY;104;14:58:05;17719;0;0.265206285;0.009410116;28.18310476;328.96;32.9;1.27;1.22;0.18;1.8;27.47;6;1.42;1;2.84;25.45;27.47;24.94;385.29;38.53;384.89;18.77;18.98;56.81;57.44;500.16;1199.95;5.95;98.86;0.43;1.23;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.62;298.6;191.99;1.9;3.68;37.22;18.24;26.46;3.47;0.01;1.88;1.59;0.01;32.52;0.85;49.74;384.77;0;0.27;0.95
5.8.2014;217;black;2;HOT-H-AC-DRY;HOT;H;AC;DRY;123;13:49:34;19454.5;0;0.315436096;0.006237773;50.56870393;292.58;29.26;3.31;1.78;0.13;1.95;28.08;6;1.42;1;2.84;25.32;28.08;24.96;385.09;38.51;384.65;18.71;18.86;57.04;57.48;499.69;1201.07;2.56;98.77;-0.95;0.2;1;-0.22;2.74;1;0;0.16;111115;0.83;0;301.23;298.47;192.17;1.82;3.81;38.6;19.74;26.7;3.52;0.01;1.86;1.65;0;28.9;0.76;47.46;384.5;0;0.32;1.2
5.8.2014;217;blue;3;HOT-H-AC-DRY;HOT;H;AC;DRY;103;13:08:03;16887;0;0.237921166;0.007231858;32.89903729;323.62;32.36;1.82;1.21;0.1;1.38;25.1;6;1.42;1;2.84;25.57;25.1;24.96;384.8;38.48;384.47;18.26;18.38;54.98;55.34;500.49;1198.9;3.76;99.02;-6.82;0.09;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.25;298.72;191.82;2.28;3.2;32.31;13.94;25.34;3.24;0.01;1.82;1.42;0;32.04;0.84;55.87;384.36;0;0.24;0.67
5.8.2014;217;black;4;HOT-H-AC-DRY;HOT;H;AC;DRY;91;12:37:12;15113;0;1.125058305;0.009639633;116.7117363;186.89;18.69;12.3;4.77;0.19;1.88;27.89;6;1.42;1;2.84;25.27;27.89;24.95;384.51;38.45;383.08;18.94;19.16;57.94;58.6;499.69;1200.28;8.62;98.83;-0.96;0.19;1;-0.22;2.74;1;0;0.16;111115;0.83;0;301.04;298.42;192.04;1.81;3.77;38.15;18.99;26.58;3.49;0.01;1.89;1.6;0.01;18.47;0.49;48.93;382.54;0;1.13;2.58
5.8.2014;217;blue;5;HOT-H-AC-DRY;HOT;H;AC;DRY;95;12:50:08;15812;0;0.12685795;0.008503875;14.91766401;352.18;35.22;1.34;0.9;0.12;1.39;25.09;6;1.42;1;2.84;25.54;25.09;24.96;384.83;38.48;384.62;18.06;18.2;54.47;54.9;500.48;1199.49;2.18;99.03;-6.73;0.11;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.24;298.69;191.92;2.27;3.2;32.28;14.08;25.32;3.24;0.01;1.8;1.44;0.01;34.88;0.92;55.39;384.56;0;0.13;0.72
5.8.2014;217;black;6;HOT-H-AC-DRY;HOT;H;AC;DRY;115;13:32:10;18411;0;0.582836356;0.008701345;66.98232928;266.26;26.63;4.51;2.33;0.17;1.93;28.06;6;1.42;1;2.84;25.33;28.06;24.95;384.95;38.49;384.16;18.84;19.04;57.4;58.01;499.7;1199.03;5.52;98.78;-0.94;0.19;1;-0.22;2.74;1;0;0.16;111115;0.83;0;301.21;298.48;191.85;1.8;3.81;38.56;19.52;26.69;3.52;0.01;1.88;1.63;0.01;26.3;0.69;48.04;383.89;0;0.58;1.66
5.8.2014;217;green;1;HOT-H-AC-WET;HOT;H;AC;WET;112;15:19:16;18989.5;0;4.945518864;0.037377872;132.3114078;156.63;15.66;39.8;16.3;0.66;1.73;27.22;6;1.42;1;2.84;25.47;27.22;24.94;384.63;38.46;378.4;18.41;19.19;55.68;58.02;500.17;1200.07;5.11;98.85;0.44;1.23;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.37;298.62;192.01;1.68;3.63;36.68;17.49;26.34;3.44;0.04;1.9;1.55;0.02;15.48;0.41;51.59;376.05;0.01;4.95;10.53
5.8.2014;217;black;2;HOT-H-AC-WET;HOT;H;AC;WET;99;12:55:35;16215.5;0;11.73516712;0.094848599;123.7252552;159.47;15.95;77.6;30.6;1.52;1.59;27.23;6;1.42;1;2.84;25.29;27.23;24.96;384.87;38.49;370.1;18.79;20.59;57.41;62.89;499.67;1200.03;7.53;98.81;-0.75;0.16;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.38;298.44;192.01;1.21;3.63;36.72;16.14;26.26;3.43;0.09;2.03;1.39;0.06;15.76;0.43;56.22;364.52;0.02;11.74;20.05
5.8.2014;217;green;3;HOT-H-AC-WET;HOT;H;AC;WET;96;14:39:27;16600.5;0;13.24314185;0.132151566;100.2117663;194.17;19.42;72.6;39.4;1.94;1.48;26.95;6;1.42;1;2.84;25.43;26.95;24.94;384.5;38.45;367.76;18.89;21.17;57.4;64.16;500.19;1200.54;5.74;98.88;-0.2;1.22;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.1;298.58;192.09;1.05;3.57;36.1;14.93;26.19;3.41;0.13;2.09;1.32;0.08;19.2;0.53;59.32;361.46;0.02;13.24;26.35
5.8.2014;217;green;4;HOT-H-AC-WET;HOT;H;AC;WET;88;14:20:22;15455.5;0;10.72041353;0.091654807;116.9650985;172.49;17.25;52.8;25.1;1.37;1.49;26.62;6;1.42;1;2.84;25.36;26.62;24.94;384.98;38.5;371.5;18.74;20.35;57.05;61.96;500.18;1200.04;5.98;98.9;0.74;1.24;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.77;298.51;192.01;1.38;3.5;35.38;15.03;25.99;3.37;0.09;2.01;1.36;0.06;17.06;0.46;57.67;366.41;0.02;10.72;18.55
5.8.2014;217;blue;5;HOT-H-AC-WET;HOT;H;AC;WET;119;13:50:18;19422;0;11.56341288;0.117947655;98.03851446;201.74;20.17;53.7;32.7;1.47;1.25;25.09;6;1.42;1;2.84;25.53;25.09;24.96;384.59;38.46;370.08;17.94;19.67;54.21;59.33;500.47;1199.3;3.92;98.98;-6.39;0.03;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.24;298.68;191.89;1.56;3.2;32.3;12.63;25.31;3.24;0.11;1.95;1.29;0.07;19.97;0.55;61.44;364.58;0.02;11.56;21.85
5.8.2014;217;black;6;HOT-H-AC-WET;HOT;H;AC;WET;107;13:12:45;17246;0;7.808045696;0.056728523;137.6387976;143.33;14.33;72;25.2;1.01;1.74;27.71;6;1.42;1;2.84;25.31;27.71;24.95;384.63;38.46;374.81;19.01;20.19;58.01;61.57;499.71;1199.77;7.65;98.79;-0.85;0.17;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.86;298.46;191.96;1.41;3.73;37.77;17.58;26.51;3.48;0.06;1.99;1.48;0.03;14.16;0.38;53;371.09;0.01;7.81;15.52
5.8.2014;217;green;1;HOT-H-EC-DRY;HOT;H;EC;DRY;1;10:37:34;2087.5;0;1.910469496;0.004577967;417.3183197;20.59;2.06;1.29;3;0.08;1.59;26.31;6;1.42;1;2.84;25.07;26.31;24.95;701.08;70.11;698.73;18.55;18.64;57.49;57.75;500.26;1200.99;4.27;98.95;-2.21;1.19;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.46;298.22;192.16;2.07;3.44;34.73;16.09;25.69;3.31;0;1.84;1.47;0;2.04;0.03;52.48;697.82;0;0.91;1.91
5.8.2014;217;green;2;HOT-H-EC-DRY;HOT;H;EC;DRY;21;11:33:20;5434;0;3.121463363;0.01694191;184.2450682;386.31;38.63;8.59;5.17;0.26;1.51;26.55;6;1.42;1;2.84;25.24;26.55;24.94;700.11;70.01;696.15;19.7;20.01;60.42;61.37;500.18;1199.55;5.54;98.95;-1.16;1.27;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.7;298.39;191.93;1.95;3.49;35.23;15.22;25.9;3.35;0.02;1.98;1.37;0.01;38.22;0.55;55.84;694.66;0;1.33;3.12
5.8.2014;217;black;3;HOT-H-EC-DRY;HOT;H;EC;DRY;21;9:56:20;5461;0;1.566976409;0.007486364;209.3107427;346.72;34.67;5.67;2.35;0.13;1.73;27.13;6;1.42;0.26;2.11;25.07;27.13;24.96;699.63;69.96;697.64;18.84;19;58.35;58.82;499.67;1200.34;7.35;98.86;-3.38;0.18;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.28;298.22;192.06;1.92;3.61;36.47;17.48;26.1;3.39;0.01;1.88;1.52;0;34.28;0.5;50.89;696.64;0;0.58;1.57
5.8.2014;217;black;4;HOT-H-EC-DRY;HOT;H;EC;DRY;1;9:03:20;2281;0;3.753542731;0.015284737;245.574571;286.22;28.62;12.4;6.07;0.27;1.71;26.64;6;1.42;1;2.84;24.92;26.64;24.96;699.66;69.97;694.93;17.79;18.11;55.58;56.58;499.68;1200.74;5.74;98.87;-3.53;0.19;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.79;298.07;192.12;1.9;3.51;35.45;17.34;25.78;3.33;0.02;1.79;1.54;0.01;28.3;0.41;50.02;693.14;0;1.65;3.75
5.8.2014;217;blue;5;HOT-H-EC-DRY;HOT;H;EC;DRY;21;9:55:50;5354;0;3.371447917;0.016528841;203.9736432;356.07;35.61;13.7;6.22;0.22;1.31;25.14;6;1.42;1;2.84;25.31;25.14;24.97;699.66;69.97;695.43;18.9;19.16;57.81;58.61;500.54;1200.7;3.21;99.09;-14.07;0.09;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.29;298.46;192.11;2.18;3.21;32.35;13.19;25.22;3.22;0.02;1.9;1.32;0.01;35.28;0.51;58.39;693.83;0;1.61;3.37
5.8.2014;217;blue;6;HOT-H-EC-DRY;HOT;H;EC;DRY;1;9:02:16;2139.5;0;3.251619677;0.013614755;238.8305685;301.78;30.18;9.51;5.25;0.2;1.41;25.11;6;1.42;1;2.84;25.16;25.11;24.97;701.16;70.12;697.09;17.89;18.12;55.21;55.93;499.56;1200.68;3.25;99.09;-14.07;0.11;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.26;298.31;192.11;2.18;3.2;32.3;14.18;25.14;3.21;0.01;1.8;1.41;0.01;29.9;0.43;55.18;695.55;0;1.48;3.25
5.8.2014;217;blue;1;HOT-H-EC-WET;HOT;H;EC;WET;7;9:19:21;3164.5;0;4.559052948;0.019173825;237.7748283;300.94;30.09;13.6;6.52;0.26;1.33;25.1;6;1.42;1;2.84;25.23;25.1;24.97;700.19;70.02;694.5;18.6;18.91;57.17;58.12;499.57;1201.14;2.52;99.1;-13.84;0.09;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.25;298.38;192.18;2.16;3.2;32.28;13.38;25.17;3.21;0.02;1.87;1.34;0.01;29.82;0.43;57.76;692.33;0;2.22;4.56
