Date;DOY;Licor unit;Tree;Treat;Temp;VPD;CO2;WD;Obs;HHMMSS;FTime;EBal?;Photo;Cond;WUEi;Ci;Ci/10;VcmaxCi10;VcmaxCO2R10;Trmmol;VpdL;CTleaf;Area;BLC_1;StmRat;BLCond;Tair;Tleaf;TBlk;CO2R;CO2R/10;CO2S;H2OR;H2OS;RH_R;RH_S;Flow;PARi;PARo;Press;CsMch;HsMch;StableF;BLCslope;BLCoffst;f_parin;f_parout;alphaK;Status;fda;Trans;Tair_K;Twall_K;R(W/m2);Tl-Ta;SVTleaf;h2o_i;h20diff;CTair;SVTair;CndTotal;vp_kPa;VpdA;CndCO2;Ci_Pa;Ci/Ca;RHsfc;C2sfc;AHs/Cs;Photo385;Photo700
29.7.2014;210;blue;5;HOT-L-AC-DRY;HOT;L;AC;DRY;93;13:28:45;17519.5;0;1.753691215;0.019928273;88.00016012;235.51;23.55;11.2;6.2;0.24;1.16;25.56;6;1.42;1;2.84;25.62;25.56;24.96;385.38;38.54;383.16;21.31;21.59;63.55;64.39;499.45;1199.21;3.75;98.43;-8.35;-0.3;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.71;298.77;191.87;2.15;3.29;33.4;11.81;25.59;3.29;0.02;2.12;1.17;0.01;23.18;0.61;63.9;382.33;0;1.75;3.93
29.7.2014;210;black;6;HOT-L-AC-DRY;HOT;L;AC;DRY;102;13:38:01;17810.5;0;2.97111319;0.008748924;339.5975539;-165;-16.5;-6.19;7.87;0.12;1.34;25.91;6;1.42;1;2.84;21.46;25.91;19.97;385.84;38.58;382.23;20.4;20.55;78.02;78.57;500.56;1199.65;1.95;98.19;-0.29;0.15;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.06;294.61;191.94;1.61;3.36;34.17;13.63;23.68;2.94;0.01;2.02;0.92;0.01;-16.2;-0.43;59.13;380.81;0;2.97;5.97
29.7.2014;210;blue;1;HOT-L-AC-WET;HOT;L;AC;WET;79;12:51:38;15292.5;0;14.58933948;0.201576772;72.3760944;238.78;23.88;59.4;41.8;2.22;1.13;26.55;6;1.42;1;2.84;25.54;26.55;24.96;385.79;38.58;367.28;21.35;23.95;64.02;71.83;499.49;1199.16;2.85;98.47;-8.9;-0.47;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.7;298.69;191.87;0.97;3.49;35.4;11.45;26.05;3.38;0.19;2.36;1.02;0.12;23.51;0.65;68.88;360.35;0.03;14.59;21.6
29.7.2014;210;green;2;HOT-L-AC-WET;HOT;L;AC;WET;74;14:36:55;15711.5;0;11.02788041;0.093098902;118.4533885;170.86;17.09;59;32.3;1.25;1.32;27.16;6;1.42;1;2.84;25.53;27.16;24.94;385.46;38.55;371.67;21.89;23.35;65.64;69.93;500.17;1200.46;7.22;98.31;4.32;0.86;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.31;298.68;192.07;1.4;3.61;36.75;13.4;26.35;3.44;0.09;2.3;1.15;0.06;16.8;0.46;63.6;366.43;0.02;11.03;19.7
29.7.2014;210;black;3;HOT-L-AC-WET;HOT;L;AC;WET;88;13:04:22;15792;0;18.54180225;0.339945246;54.54349625;261.79;26.18;66.2;48.1;2.85;0.9;25.19;6;1.42;1;2.84;22.93;25.19;22.17;386.08;38.61;362.62;20.29;23.62;70.97;82.64;500.61;1200.27;2.01;98.23;-0.43;0.01;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.34;296.08;192.04;0.48;3.22;32.74;9.12;24.06;3.01;0.3;2.32;0.69;0.19;25.72;0.72;74.41;353.8;0.04;18.54;25.92
29.7.2014;210;red;4;HOT-L-AC-WET;HOT;L;AC;WET;85;13:10:00;15611.5;0;14.26073422;0.222780242;64.01256275;252.12;25.21;55.2;38.5;2.83;1.31;26.34;6;1.42;1;2.84;25.6;26.34;24.98;386.51;38.65;368.16;18.3;21.62;54.7;64.64;500.22;1199.31;1.74;98.53;-2.76;0.2;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.49;298.75;191.89;0.69;3.44;34.95;13.33;25.97;3.37;0.21;2.13;1.24;0.13;24.84;0.68;63.61;361.38;0.03;14.26;20.49
29.7.2014;210;blue;5;HOT-L-AC-WET;HOT;L;AC;WET;86;13:14:29;16663.5;0;10.47557035;0.200498508;52.24762246;277.71;27.77;42.1;30.4;1.79;0.91;25.13;6;1.42;1;2.84;25.59;25.13;24.96;384.65;38.47;371.27;21.15;23.25;63.24;69.53;499.48;1200.58;3.96;98.44;-8.82;-0.41;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.28;298.74;192.09;1.4;3.2;32.55;9.29;25.36;3.25;0.19;2.29;0.96;0.12;27.34;0.75;72.56;366.29;0.02;10.48;18.03
29.7.2014;210;green;6;HOT-L-AC-WET;HOT;L;AC;WET;81;14:53:55;16731;0;12.96427559;0.161461376;80.29335505;228.22;22.82;60.5;38.1;1.94;1.21;26.96;6;1.42;1;2.84;25.51;26.96;24.94;385.37;38.54;368.96;21.76;24.03;65.22;72.03;500.17;1198.69;1.12;98.29;3.68;0.82;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.11;298.66;191.79;1.06;3.57;36.34;12.31;26.24;3.42;0.15;2.36;1.06;0.1;22.43;0.62;66.94;362.8;0.02;12.96;22.6
29.7.2014;210;black;1;HOT-L-EC-DRY;HOT;L;EC;DRY;51;11:32:30;10279.5;0;7.825946587;0.042663653;183.4335796;381.2;38.12;25.3;12.9;0.53;1.21;25.32;6;1.42;1;2.84;21.61;25.32;20.47;699.14;69.91;689.3;20;20.63;75.85;78.23;499.75;1199.98;1.94;98.28;-2.59;0.12;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.47;294.76;192;1.5;3.24;32.97;12.34;23.47;2.9;0.04;2.03;0.87;0.03;37.46;0.55;62.11;685.58;0.01;4.86;7.83
29.7.2014;210;red;2;HOT-L-EC-DRY;HOT;L;EC;DRY;49;11:37:45;10076.5;0;10.08755841;0.040457422;249.3376471;269.46;26.95;32.9;14.3;0.73;1.76;26.87;6;1.42;1;2.84;25.57;26.87;24.98;699.97;70;687.27;17.33;18.19;51.95;54.52;500.2;1199.46;1.28;98.58;-9.43;0.23;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.02;298.72;191.91;1.71;3.55;36.03;17.83;26.22;3.42;0.04;1.79;1.62;0.02;26.56;0.39;49.83;682.47;0.01;5.03;10.09
29.7.2014;210;black;3;HOT-L-EC-DRY;HOT;L;EC;DRY;58;11:47:32;11182;0;11.19256023;0.053158082;210.5523715;334.04;33.4;35.2;17.7;0.65;1.19;25.22;6;1.42;1;2.84;21.82;25.22;20.61;700.39;70.04;686.42;19.96;20.72;74.73;77.57;499.68;1200.67;1.72;98.27;-2.51;0.13;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.37;294.97;192.11;1.48;3.22;32.79;12.07;23.52;2.91;0.05;2.04;0.87;0.03;32.83;0.49;62.88;681.1;0.01;6.81;11.19
29.7.2014;210;red;4;HOT-L-EC-DRY;HOT;L;EC;DRY;55;11:52:59;10990;0;8.593446244;0.030680929;280.0908096;224.31;22.43;39.5;13;0.56;1.78;26.93;6;1.42;1;2.84;25.57;26.93;24.98;700.96;70.1;690.18;17.41;18.07;52.17;54.16;500.2;1198.7;2.05;98.57;-9.48;0.23;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.08;298.72;191.79;1.79;3.56;36.16;18.09;26.25;3.42;0.03;1.78;1.64;0.02;22.11;0.33;49.14;686.1;0.01;4.28;8.59
29.7.2014;210;blue;5;HOT-L-EC-DRY;HOT;L;EC;DRY;55;11:48:41;11515.5;0;10.7553058;0.080664176;133.334354;459.77;45.98;31.9;16.3;0.72;0.88;24.24;6;1.42;1;2.84;25.5;24.24;24.96;700.19;70.02;686.68;21.06;21.9;63.31;65.86;499.5;1199.03;3.47;98.5;-16.14;-0.3;1;-0.22;2.74;1;0;0.16;111115;0.83;0;297.39;298.65;191.84;2.07;3.04;30.84;8.94;24.87;3.16;0.08;2.16;1;0.05;45.29;0.67;71.05;681.57;0.01;5.91;10.76
29.7.2014;210;green;6;HOT-L-EC-DRY;HOT;L;EC;DRY;55;13:24:53;11389.5;0;7.236914919;-0.000433315;-16701.27948;27076.85;2707.69;-0.01;0.72;-0.01;1.39;26.83;6;1.42;1;2.84;25.43;26.83;24.94;689.34;68.93;680.67;21.94;21.94;66.15;66.13;500.17;1201.29;1.2;98.36;16.66;-0.35;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.98;298.58;192.21;2.08;3.54;36.03;14.1;26.13;3.4;0;2.16;1.24;0;2663.31;39.78;59.7;677.23;0.01;0.37;7.24
29.7.2014;210;black;1;HOT-L-EC-WET;HOT;L;EC;WET;45;11:16:53;9343;0;18.06044632;0.229019445;78.85988161;532.39;53.24;41.8;32.3;2.1;0.95;24.96;6;1.42;1;2.84;22.25;24.96;21.25;700.17;70.02;676.78;20.15;22.62;73.5;82.51;499.7;1199.37;2.37;98.28;-2.88;0;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.11;295.4;191.9;0.81;3.17;32.27;9.65;23.6;2.92;0.21;2.22;0.7;0.13;52.32;0.79;71.54;668.19;0.02;13.79;18.06
29.7.2014;210;red;2;HOT-L-EC-WET;HOT;L;EC;WET;43;11:21:49;9120;0;13.04972319;0.06348298;205.562549;333.64;33.36;41.1;19.9;1.1;1.69;26.68;6;1.42;1;2.84;25.51;26.68;24.98;699.72;69.97;683.16;17.15;18.45;51.58;55.47;500.2;1198.7;2.43;98.58;-9.16;0.24;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.83;298.66;191.79;1.54;3.51;35.63;17.19;26.1;3.39;0.06;1.82;1.58;0.04;32.89;0.49;51.51;676.96;0.01;7.1;13.05
29.7.2014;210;green;3;HOT-L-EC-WET;HOT;L;EC;WET;43;12:53:02;9478.5;0;5.558465796;0.000628604;8842.555561;-13333.26;-1333.33;-6.25;0.16;0.01;1.27;26.23;6;1.42;1;2.84;25.35;26.23;24.94;689.49;68.95;682.81;21.82;21.83;66.12;66.15;500.18;1199.7;6.2;98.37;31.31;-3.82;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.38;298.5;191.95;2.15;3.42;34.77;12.93;25.79;3.33;0;2.15;1.18;0;-1311.61;-19.53;61.72;680.17;0.01;0.31;5.56
29.7.2014;210;blue;4;HOT-L-EC-WET;HOT;L;EC;WET;43;11:16:26;9580;0;15.27859195;0.172483562;88.57998857;522.67;52.27;31.7;26.8;1.53;0.9;24.74;6;1.42;1;2.84;25.45;24.74;24.96;700.38;70.04;680.77;20.8;22.6;62.73;68.16;499.48;1201.09;2.54;98.51;-15.22;-0.33;0;-0.22;2.74;1;0;0.16;111115;0.83;0;297.89;298.6;192.17;1.57;3.13;31.78;9.18;25.1;3.2;0.16;2.23;0.97;0.1;51.49;0.77;72.01;673.51;0.02;10.02;15.28
29.7.2014;210;green;5;HOT-L-EC-WET;HOT;L;EC;WET;49;13:09:37;10473;0;-0.246531391;0.000736742;-334.6237774;1184.52;118.45;0.6;0.48;0.01;1.26;26.22;6;1.42;1;2.84;25.4;26.22;24.94;668.19;66.82;668.48;21.97;21.98;66.39;66.42;500.19;1200.48;4.39;98.37;33.04;-3.98;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.37;298.55;192.08;2.15;3.42;34.75;12.77;25.81;3.34;0;2.16;1.17;0;116.52;1.77;62.2;668.6;0;0.38;-0.25
29.7.2014;210;blue;6;HOT-L-EC-WET;HOT;L;EC;WET;49;11:33:30;10604.5;0;15.02908206;0.579386879;25.93963137;620.5;62.05;38.7;35.5;4.33;0.86;26.27;6;1.42;1;2.84;25.47;26.27;24.96;699.96;70;678.38;21;26.07;63.28;78.54;499.48;1200.1;3.99;98.51;-17.58;-0.66;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.42;298.62;192.02;-0.1;3.43;34.8;8.73;25.87;3.35;0.48;2.57;0.78;0.31;61.13;0.91;78.52;671.23;0.02;13.44;15.03
1.8.2014;213;green;1;C-M-AC_DRY;C;M;C;DRY;67;13:24:33;11514;0;2.166468645;0.018481823;117.2215882;187.23;18.72;13.9;6.84;0.29;1.51;26.74;6;1.42;1;2.84;25.22;26.74;24.94;385.74;38.57;383.01;20.07;20.41;61.52;62.54;500.23;1200.7;4.77;98.7;4.17;0.8;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.89;298.37;192.11;1.91;3.53;35.72;15.31;25.98;3.37;0.02;2.01;1.36;0.01;18.48;0.49;56.19;381.98;0;2.17;4.97
1.8.2014;213;red;2;C-M-AC_DRY;C;M;C;DRY;71;11:52:41;11323;0;5.120938429;0.031101304;164.6534958;108.73;10.87;56;13.5;0.51;1.61;26.33;6;1.42;1;2.84;25.36;26.33;24.98;387.57;38.76;381.2;17.89;18.5;54.47;56.32;500.19;1200.78;5.68;98.91;-4.33;0.8;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.48;298.51;192.12;1.87;3.44;34.79;16.29;25.85;3.34;0.03;1.83;1.51;0.02;10.76;0.29;52.42;378.76;0.01;5.12;9.49
1.8.2014;213;blue;3;C-M-AC_DRY;C;M;C;DRY;72;11:49:20;11614;0;0.449499407;0.009448781;47.57221138;301.79;30.18;2.83;1.62;0.12;1.27;25.18;6;1.42;1;2.84;25.34;25.18;24.97;385.95;38.6;385.36;19.53;19.68;59.52;59.96;499.51;1199.56;2.13;98.84;-3.44;0.07;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.33;298.49;191.93;2.23;3.21;32.51;12.83;25.26;3.23;0.01;1.95;1.28;0.01;29.83;0.78;59.61;385.14;0;0.45;1.2
1.8.2014;213;red;6;C-M-AC_DRY;C;M;C;DRY;78;12:08:10;12251.5;0;0.861675315;0.009623232;89.54115572;234.08;23.41;4.65;2.49;0.17;1.69;26.51;6;1.42;1;2.84;25.39;26.51;24.98;387.6;38.76;386.49;17.86;18.05;54.28;54.88;500.19;1198.75;4.09;98.9;-4.6;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.66;298.54;191.8;2.03;3.48;35.17;17.11;25.95;3.36;0.01;1.79;1.58;0.01;23.15;0.61;50.18;386.08;0;0.86;1.68
1.8.2014;213;green;1;C-M-AC_WET;C;M;C;WET;53;12:54:58;9738.5;0;12.97612279;0.138965631;93.37648954;207.93;20.79;57.1;34.1;1.71;1.24;26.46;6;1.42;1;2.84;25.28;26.46;24.94;385.86;38.59;369.53;20.57;22.57;62.77;68.91;500.2;1200.56;2.64;98.69;4.38;0.83;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.61;298.43;192.09;1.22;3.47;35.14;12.56;25.87;3.35;0.13;2.23;1.12;0.08;20.52;0.56;64.9;363.37;0.02;12.98;21.38
1.8.2014;213;blue;2;C-M-AC_WET;C;M;C;WET;65;11:32:53;10626.5;0;9.460883067;0.087630659;107.9631624;191.25;19.13;40.8;22.4;1.01;1.15;25.14;6;1.42;1;2.84;25.32;25.14;24.96;385.74;38.57;373.92;19.67;20.86;59.97;63.6;499.49;1199.34;3.03;98.83;-3.54;0.03;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.29;298.47;191.89;1.77;3.21;32.45;11.59;25.23;3.22;0.09;2.06;1.16;0.05;18.9;0.51;64.39;369.42;0.02;9.46;16.45
1.8.2014;213;red;4;C-M-AC_WET;C;M;C;WET;64;11:37:34;10416;0;6.140126914;0.042976519;142.8716671;141.2;14.12;59.6;16.1;0.7;1.59;26.36;6;1.42;1;2.84;25.37;26.36;24.98;387.31;38.73;379.62;17.96;18.79;54.67;57.18;500.19;1198.6;0.71;98.91;-4.23;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.51;298.52;191.78;1.77;3.45;34.85;16.07;25.86;3.35;0.04;1.86;1.49;0.03;13.97;0.37;53.34;376.7;0.01;6.14;11.08
1.8.2014;213;green;5;C-M-AC_WET;C;M;C;WET;60;13:10:34;10674.5;0;9.518082888;0.110993048;85.75386531;224.95;22.5;48.4;27.7;1.44;1.29;26.42;6;1.42;1;2.84;25.2;26.42;24.94;385.21;38.52;373.15;20.31;21.99;62.26;67.43;500.21;1200.32;5.08;98.69;4.93;0.83;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.57;298.35;192.05;1.36;3.46;35.05;13.06;25.81;3.34;0.11;2.17;1.17;0.07;22.2;0.6;63.09;368.62;0.02;9.52;16.91
1.8.2014;213;blue;6;C-M-AC_WET;C;M;C;WET;58;11:19:06;9800;0;12.63537047;0.220430587;57.32131208;266.41;26.64;43.4;32.3;2.15;1.01;25.16;6;1.42;1;2.84;25.38;25.16;24.96;385.63;38.56;369.5;19.75;22.27;59.99;67.66;499.51;1200.97;4.11;98.83;-3.57;-0.06;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.31;298.53;192.15;1.19;3.21;32.48;10.21;25.27;3.23;0.2;2.2;1.03;0.13;26.33;0.72;70.01;363.49;0.02;12.64;20.26
1.8.2014;213;red;1;HOT-H-AC-DRY;HOT;H;AC;DRY;92;12:35:18;13879.5;0;0.509877869;0.010300672;49.49947625;293.75;29.38;18.8;5.15;0.19;1.74;26.97;6;1.42;1;2.84;25.49;26.97;24.98;383.71;38.37;383.01;18.27;18.49;55.18;55.84;500.19;1199.45;5.8;98.88;-4.16;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.12;298.64;191.91;1.97;3.57;36.13;17.64;26.23;3.42;0.01;1.83;1.59;0.01;29.05;0.77;49.98;382.77;0;0.51;2.76
1.8.2014;213;red;4;HOT-H-AC-DRY;HOT;H;AC;DRY;99;12:50:34;14795.5;0;1.528042615;0.009455061;161.6110795;118.42;11.84;69.6;6.18;0.17;1.74;26.99;6;1.42;1;2.84;25.5;26.99;24.98;386.93;38.69;385.02;18.39;18.59;55.49;56.1;500.19;1200.29;2.41;98.88;-4.46;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.14;298.65;192.05;1.98;3.58;36.18;17.59;26.25;3.42;0.01;1.84;1.59;0.01;11.71;0.31;50.18;384.29;0;1.53;3.04
1.8.2014;213;green;5;HOT-H-AC-DRY;HOT;H;AC;DRY;88;14:11:29;14330;0;0.699140665;0.009987455;70.00188386;264.65;26.46;6.13;3.41;0.16;1.52;26.92;6;1.42;1;2.84;25.36;26.92;24.94;386.16;38.62;385.25;20.48;20.67;62.21;62.78;500.21;1199.51;5.48;98.66;4.75;0.83;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.07;298.51;191.92;1.97;3.56;36.11;15.44;26.14;3.4;0.01;2.04;1.36;0.01;26.11;0.69;56.15;384.91;0;0.7;2.21
1.8.2014;213;blue;6;HOT-H-AC-DRY;HOT;H;AC;DRY;93;12:33:22;14256;0;2.084199776;0.01582816;131.6766937;164.46;16.45;13.2;5.97;0.24;1.49;26.45;6;1.42;1;2.84;25.46;26.45;24.96;385.53;38.55;382.92;19.74;20.03;59.69;60.55;499.51;1200.81;4.2;98.8;-3.31;0.07;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.6;298.61;192.13;2.01;3.47;35.07;15.04;25.96;3.37;0.02;1.98;1.39;0.01;16.25;0.43;56.14;381.93;0;2.08;3.93
1.8.2014;213;green;1;HOT-H-AC-WET;HOT;H;AC;WET;74;13:41:34;12535;0;4.924366587;0.035383773;139.170195;148.12;14.81;40.2;15.6;0.53;1.45;26.59;6;1.42;1;2.84;25.28;26.59;24.94;385.69;38.57;379.55;20.08;20.7;61.26;63.16;500.25;1198.75;4.84;98.69;4.78;0.83;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.74;298.43;191.8;1.81;3.49;35.41;14.71;25.94;3.36;0.03;2.04;1.32;0.02;14.62;0.39;57.78;377.2;0.01;4.92;10.7
1.8.2014;213;blue;2;HOT-H-AC-WET;HOT;H;AC;WET;86;12:18:37;13370.5;0;7.686130101;0.056172518;136.8307915;147.18;14.72;53.2;20.9;0.8;1.4;26.3;6;1.42;1;2.84;25.42;26.3;24.96;385.5;38.55;375.91;19.63;20.58;59.51;62.38;499.51;1199.68;4.3;98.82;-3.24;0.04;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.45;298.57;191.95;1.73;3.44;34.76;14.18;25.86;3.35;0.06;2.03;1.31;0.03;14.54;0.39;58.85;372.25;0.01;7.69;13.97
1.8.2014;213;green;4;HOT-H-AC-WET;HOT;H;AC;WET;81;13:57:03;13463.5;0;4.497995943;0.031009738;145.0510786;139.59;13.96;48.9;13.5;0.49;1.54;27.13;6;1.42;1;2.84;25.31;27.13;24.94;386.15;38.61;380.53;20.32;20.9;61.89;63.66;500.18;1198.8;5.31;98.68;4.67;0.83;1;-0.22;2.74;1;0;0.16;111115;0.83;0;300.28;298.46;191.81;1.76;3.61;36.54;15.64;26.22;3.42;0.03;2.06;1.36;0.02;13.77;0.37;56.4;378.39;0.01;4.5;8.68
1.8.2014;213;blue;5;HOT-H-AC-WET;HOT;H;AC;WET;79;12:05:08;12561.5;0;7.614933241;0.069065515;110.2566634;191;19.1;34.5;20.2;0.83;1.18;25.18;6;1.42;1;2.84;25.4;25.18;24.96;386.17;38.62;376.65;19.57;20.54;59.38;62.34;499.47;1199.19;3.04;98.83;-3.3;0.05;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.33;298.55;191.87;1.87;3.21;32.52;11.97;25.29;3.23;0.07;2.03;1.2;0.04;18.88;0.51;63.07;373.03;0.01;7.61;14.06
1.8.2014;213;red;6;HOT-H-AC-WET;HOT;H;AC;WET;85;12:21:55;13076.5;0;6.18859506;0.042465655;145.7317698;136.49;13.65;47.2;16.7;0.67;1.54;26.16;6;1.42;1;2.84;25.46;26.16;24.98;386.95;38.7;379.22;18.11;18.9;54.81;57.19;500.18;1199.98;5.7;98.9;-4.29;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.31;298.61;192;1.83;3.41;34.45;15.55;25.81;3.34;0.04;1.87;1.47;0.03;13.5;0.36;54.3;376.28;0.01;6.19;12.1
1.8.2014;213;red;2;HOT-L-AC-DRY;HOT;L;AC;DRY;50;11:03:47;8388.5;0;1.077503765;0.010616756;101.4908664;214.51;21.45;5.01;2.75;0.19;1.73;26.63;6;1.42;1;2.84;25.4;26.63;24.98;387.42;38.74;386.04;17.7;17.93;53.76;54.44;500.19;1198.8;5.27;98.9;-4.53;0.81;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.78;298.55;191.81;2;3.5;35.41;17.48;26.02;3.38;0.01;1.77;1.6;0.01;21.22;0.56;49.46;385.53;0;1.08;2.07
1.8.2014;213;blue;3;HOT-L-AC-DRY;HOT;L;AC;DRY;51;11:02:38;8812;0;2.383359521;0.02259122;105.4993719;206.31;20.63;12.7;6.92;0.34;1.44;26.21;6;1.42;1;2.84;25.4;26.21;24.96;386.32;38.63;383.31;19.62;20.02;59.56;60.76;499.51;1200.35;4.34;98.83;-3.77;0.07;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.36;298.55;192.06;1.99;3.42;34.57;14.55;25.8;3.34;0.02;1.98;1.36;0.01;20.39;0.54;57.07;382.17;0;2.38;4.91
1.8.2014;213;green;4;HOT-L-AC-DRY;HOT;L;AC;DRY;46;12:40:13;8854;0;0.971097547;0.015403359;63.0445312;274.07;27.41;20.4;7.5;0.26;1.63;27.49;6;1.42;1;2.84;25.28;27.49;24.94;385.67;38.57;384.38;20.47;20.78;62.49;63.43;500.2;1199.02;4.49;98.69;4.39;0.84;0;-0.22;2.74;1;0;0.16;111115;0.83;0;300.64;298.43;191.84;1.83;3.68;37.33;16.55;26.39;3.45;0.02;2.05;1.4;0.01;27.05;0.71;54.58;383.92;0;0.97;3.44
1.8.2014;213;red;5;HOT-L-AC-DRY;HOT;L;AC;DRY;57;11:19:31;9332.5;0;1.989492069;0.013658553;145.6590657;143.14;14.31;32.3;7.66;0.24;1.73;26.78;6;1.42;1;2.84;25.45;26.78;24.98;387.22;38.72;384.72;17.98;18.26;54.43;55.3;500.2;1199.7;0.49;98.91;-4.32;0.82;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.93;298.6;191.95;1.96;3.53;35.72;17.46;26.11;3.4;0.01;1.81;1.59;0.01;14.16;0.37;50.01;383.78;0;1.99;4.06
1.8.2014;213;green;1;HOT-L-AC-WET;HOT;L;AC;WET;32;12:07:23;6883.5;0;6.709596677;0.081994786;81.82955288;236.44;23.64;41.8;23;1.07;1.29;26.25;6;1.42;1;2.84;25.23;26.25;24.94;385.69;38.57;377.16;20.42;21.68;62.54;66.38;500.21;1201.41;7.43;98.69;4.84;0.85;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.4;298.38;192.23;1.58;3.43;34.71;13.03;25.74;3.32;0.08;2.14;1.18;0.05;23.33;0.63;62.45;373.97;0.01;6.71;13.53
1.8.2014;213;blue;2;HOT-L-AC-WET;HOT;L;AC;WET;37;10:30:23;6877;0;13.34266422;0.174734946;76.35944913;234.57;23.46;57.7;35.6;1.97;1.15;25.68;6;1.42;1;2.84;25.32;25.68;24.96;385.8;38.58;368.9;19.57;21.88;59.68;66.73;499.53;1200.05;2.63;98.83;-3.68;-0.04;1;-0.22;2.74;1;0;0.16;111115;0.83;0;298.83;298.47;192.01;1.2;3.31;33.5;11.62;25.5;3.28;0.16;2.16;1.11;0.1;23.18;0.64;66.39;362.56;0.02;13.34;22.38
1.8.2014;213;blue;3;HOT-L-AC-WET;HOT;L;AC;WET;44;10:45:17;7771;0;15.68632053;0.50144112;31.28247745;303.17;30.32;55.4;45.2;3.86;0.87;25.41;6;1.42;1;2.84;25.31;25.41;24.96;386.07;38.61;365.53;19.64;24.17;59.91;73.72;499.52;1199.74;1.22;98.82;-4.43;-0.2;0;-0.22;2.74;1;0;0.16;111115;0.83;0;298.56;298.46;191.96;0.24;3.26;32.97;8.8;25.36;3.25;0.43;2.39;0.86;0.27;29.96;0.83;76.64;358.07;0.03;15.69;22.01
1.8.2014;213;green;4;HOT-L-AC-WET;HOT;L;AC;WET;39;12:23:50;7870.5;0;11.09433691;0.229015512;48.4436046;283.45;28.35;49.5;36.4;2.41;1.09;26.1;6;1.42;1;2.84;25.22;26.1;24.94;386.59;38.66;372.21;20.54;23.36;63.08;71.57;500.2;1200.76;5.66;98.68;4.71;0.82;1;-0.22;2.74;1;0;0.16;111115;0.83;0;299.25;298.37;192.12;0.9;3.39;34.4;11.03;25.66;3.31;0.21;2.31;1;0.13;27.97;0.76;69.43;366.93;0.02;11.09;19.53
1.8.2014;213;red;5;HOT-L-AC-WET;HOT;L;AC;WET;43;10:49:11;7512.5;0;7.215360613;0.109103779;66.13300363;269.29;26.93;38.3;24.1;1.57;1.44;25.97;6;1.42;1;2.84;25.36;25.97;24.98;395.75;39.57;386.36;17.71;19.55;53.91;59.52;500.2;1199.64;5.55;98.89;-4.16;0.8;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.12;298.51;191.94;1.37;3.37;34.07;14.52;25.67;3.31;0.11;1.93;1.37;0.07;26.63;0.7;57.83;382.93;0.01;7.22;15.37
1.8.2014;213;green;2;HOT-H-EC-DRY;HOT;H;EC;DRY;7;11:04:11;3091.5;0;9.385825705;0.038409524;244.3619375;287.02;28.7;42.4;15.2;0.56;1.41;26.28;6;1.42;1;2.84;25.21;26.28;24.94;705.76;70.58;694.04;19.81;20.46;60.7;62.71;500.22;1198.63;0.84;98.69;3.27;0.85;0;-0.22;2.74;1;0;0.16;111115;0.83;0;299.43;298.36;191.78;1.83;3.43;34.75;14.29;25.75;3.32;0.04;2.02;1.3;0.02;28.33;0.41;58.28;689.58;0.01;5.23;9.39
